Provisional Results 2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
BSc Computer Science (Year 3),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Results are overall module results; these are provisional until verified by the UCL Board of Examiners. ,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Candidate Number,Student Module Level,Occurrence,,Academic Year,Programme Code,,Programme Name,Credit,0.5,0.5,0.5,0.5,1.0,,,,0.5,0.5,,AWARD MADE,Credit Passed,12,,,,
,,,,,,,,Module Code,COMP3004,COMP3005,COMP3072,COMP3080,COMP3091,,,,COMP312P,COMP313P,,,Award Mark,73.33,,,,
PRCD2,3,A,,2016/17,UBSCOMSING05,,COMPUTER SCI,Module Result,83,81,61,65,69,,,,63,64,,,Classification,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Candidate Number,Student Module Level,Occurrence,,Academic Year,Programme Code,,Programme Name,Credit,0.5,0.5,0.5,0.5,1.0,,,,0.5,0.5,,AWARD MADE,Credit Passed,12.5,,,,
,,,,,,,,Module Code,COMP3004,COMP3005,COMP3013,COMP3035,COMP3091,,,,ELEC310P,ELEC311P,,,Award Mark,65.19,,,,
RKGF1,3,A,,2016/17,UBSCOMSING05,,COMPUTER SCI,Module Result,43,53,70,78,74,,,,83,71,,,Classification,2A,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Candidate Number,Student Module Level,Occurrence,,Academic Year,Programme Code,,Programme Name,Credit,0.5,0.5,0.5,1.0,0.5,,,,0.5,0.5,,AWARD MADE,Credit Passed,12,,,,
,,,,,,,,Module Code,COMP3004,COMP3005,COMP3035,COMP3091,COMP312P,,,,COMP313P,COMPM023,,,Award Mark,78.25,,,,
NZGV4,3,A,,2016/17,UBSCOMSING05,,COMPUTER SCI,Module Result,64,81,81,67,82,,,,81,80,,,Classification,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Candidate Number,Student Module Level,Occurrence,,Academic Year,Programme Code,,Programme Name,Credit,0.5,0.5,0.5,0.5,1.0,,,,1.0,,AWARD MADE,Credit Passed,12,,,,,
,,,,,,,,Module Code,COMP3004,COMP3005,COMP3011,COMP3080,COMP3091,,,,LCMA6045,,,Award Mark,74.47,,,,,
QDNF2,3,A,,2016/17,UBSCOMSING05,,COMPUTER SCI,Module Result,54,81,86,75,77,,,,71,,,Classification,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Candidate Number,Student Module Level,Occurrence,,Academic Year,Programme Code,,Programme Name,Credit,0.5,0.5,0.5,0.5,1.0,,,,1.0,,AWARD MADE,Credit Passed,12,,,,,
,,,,,,,,Module Code,COMP3004,COMP3005,COMP3013,COMP3080,COMP3091,,,,LCGE6023,,,Award Mark,69.35,,,,,
RCVD6,3,A,,2016/17,UBSCOMSING05,,COMPUTER SCI,Module Result,64,63,76,65,65,,,,55,,,Classification,2A,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Candidate Number,Student Module Level,Occurrence,,Academic Year,Programme Code,,Programme Name,Credit,0.5,0.5,0.5,1.0,0.5,,,,1.0,,AWARD MADE,Credit Passed,12,,,,,
,,,,,,,,Module Code,COMP3004,COMP3005,COMP3058,COMP3091,COMP6010,,,,LCJA6023,,,Award Mark,59.5,,,,,
RRZD7,3,A,,2016/17,UBSCOMSING05,,COMPUTER SCI,Module Result,76,64,66,45,72,,,,58,,,Classification,2A,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
